DATE,LEVEL
11/30/13,525.6499
12/31/13,531.9299
1/31/14,530.4099
2/28/14,539.51
3/31/14,536.8999
4/30/14,535.79
5/30/14,541.8499
5/31/14,541.8501
6/30/14,547.04
7/31/14,545.3501
8/29/14,550.1399
8/31/14,550.1399
9/30/14,550.0801
10/31/14,545.6799
11/28/14,553.8499
11/30/14,553.8501
12/31/14,553.9199
1/30/15,558.3899
1/31/15,558.3899
2/27/15,564.2898
2/28/15,564.29
3/31/15,567.6699
4/30/15,567.79
5/31/15,572.48
6/30/15,564.96
7/31/15,569.8899
8/31/15,558.5601
9/30/15,550.6899
10/31/15,553.5901
11/30/15,554.72
12/31/15,550.01
1/31/16,542.25
2/29/16,536.3701
3/31/16,537.8999
4/30/16,539.72
5/31/16,541.6499
6/30/16,541.1001
7/31/16,547.3
8/31/16,549.8501
9/30/16,550.53
10/31/16,549.55
11/30/16,551.55
12/31/16,556.8601
1/31/17,560.76
2/28/17,566.1799
3/31/17,568.4099
4/30/17,570.8601
5/31/17,575.53
6/30/17,572.72
7/31/17,580.54
8/31/17,583.95
9/30/17,583.0601
10/31/17,590.53
11/30/17,591.1201
12/31/17,596.49
1/31/18,612.6699
2/28/18,599.6599
3/31/18,599.28
4/30/18,599.5901
5/31/18,601.24
6/30/18,599.8601
7/31/18,602.02
8/31/18,602.77
9/30/18,603.3899
10/31/18,587.8701
11/30/18,584.4199
12/31/18,577.46
1/31/19,587.6799
2/28/19,594.02
3/31/19,600.5
4/30/19,608.6599
5/31/19,602.5701
6/30/19,614.6101
7/31/19,619.03
8/31/19,618.1799
9/30/19,616.22
10/31/19,618.3301
11/30/19,621.22
12/31/19,631.24
1/31/20,632.26
2/29/20,619.6699
3/31/20,574.54
4/30/20,588.49
5/31/20,603.1201
6/30/20,610.1399
7/31/20,626.24
8/31/20,637.03
9/30/20,631.1001
10/31/20,628.1599
11/30/20,646.9399
12/31/20,671.3999
1/31/21,669.8899
2/28/21,685.53
3/31/21,690.5601
4/30/21,708.46
5/31/21,716.26
6/30/21,711.4299
7/31/21,713.49
8/31/21,720.04
9/30/21,719.9099
10/31/21,729.1101
11/30/21,713
12/31/21,726.6599
1/31/22,721.8899
2/28/22,724.53
3/31/22,742.1699
4/30/22,745.03
5/31/22,740.3501
6/30/22,725.1201
7/31/22,728.99
8/31/22,732.6799
9/30/22,727.6799
10/31/22,731.7
11/30/22,733.6299
12/31/22,734.3701
1/31/23,747.9399
2/28/23,740.8899
3/31/23,735.54
4/30/23,737.8301
5/31/23,736.52
6/30/23,748.0901
7/31/23,757.8201
8/31/23,759.1001
9/30/23,761.6201
10/31/23,760.6299
11/30/23,771.77
12/31/23,777.2
1/31/24,788.1799
2/29/24,804.4199
3/31/24,818.4099
4/30/24,819.6799
5/31/24,825.4299
6/28/24,830.53
6/30/24,830.53
7/31/24,834.47
8/30/24,826.21
8/31/24,832.53
9/30/24,847.28
10/31/24,839.4199
11/29/24,853.9099
11/30/24,853.9099
12/31/24,853.51
1/31/25,872.47
2/28/25,874.0901
3/31/25,871.2
4/30/25,867.1799
